Sample.ID,Lat,Long,Cropping.Season,Region,CO2,Humidity,PEV,Rainfall,Temp,Grain.As,Grain.Se,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Se,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Straw.Cu,Soil.As,Soil.Se,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.Cu,Soil.pH,Soil.Clay,SOM
23VINIF_147_#2,21.441983,106.018409,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.10980831,,2603.899761,818.5186984,24.38177109,18.41714977,1.234374919,1.136485324,0.062886495,161.5802095,1485.163024,1629.27648,661.4761681,306.9853264,1.667186123,2.15,,13675.64,228.51,756.53,38.76,4587.26,8.25,4.95,10.1989801,5.46
23VINIF_148_#2,21.444135,106.111666,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.127124358,,2869.784478,1120.303947,23.21895081,22.39318727,1.650779104,1.773315575,0.088655392,383.1851336,2316.407952,2162.943224,1103.843539,1070.224124,2.676636055,3.1,,19600.8,240.58,540.86,86.97,11759.63,10.36,4.18,10.67893211,5.655
23VINIF_149_#2,21.426172,106.21828,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.162620335,,2555.905703,911.9096444,12.91966004,17.47541098,0.780012466,2.761986568,,184.1327484,2413.555659,1387.846742,175.1115273,384.2259826,0.906006937,5.83,0.57,28371.82,419.46,699.71,88.74,19628.05,15.71,5.28,13.29335332,5.655
23VINIF_150_#2,21.34162,106.334781,Winter season,North,420.16,78.08386244,5.037460621,4.984832509,23.53286085,0.24510558,,2944.657024,1038.447963,18.88719654,22.99381828,3.122750537,3.704712111,0.062930623,224.7663818,2381.465594,1784.436373,700.0088838,559.2831086,2.736144075,2.74,,12468.01,267.44,466.36,42.31,11022.17,4.90,4.7,8.696521391,2.925
23VINIF_151_#2,21.03866,107.020725,Winter season,North,420.16,77.15813231,4.174980613,4.718959985,24.23437204,0.209407041,,3014.842489,1020.802661,17.33534054,16.86024366,1.945099755,1.628872572,0.11439881,142.6442411,2221.087273,2030.476954,555.1995097,278.0392961,1.62304691,2.87,1.89,19338.48,202.68,607.02,18.81,3798.12,9.04,4.16,10.19796041,4.875
23VINIF_152_#2,21.003325,106.87158,Winter season,North,420.16,77.15813231,4.174980613,4.718959985,24.23437204,0.112539438,,2156.865661,1023.3683,20.05206691,15.89712827,0.534384654,2.759593194,0.191936453,61.08344901,768.721433,1832.167884,674.6561696,243.4654474,0.545493766,5.88,,26404.14,144.98,725.21,40.16,6219.94,3.87,4.08,12.65367316,6.24
23VINIF_153_#2,20.972295,106.823778,Winter season,North,420.16,77.48747625,4.184433659,4.67443571,24.24533525,0.15827965,,2414.409035,905.2361369,10.27244557,20.1162574,0.802707477,1.348835969,0.114270048,162.8140887,2041.953993,1138.665313,581.3796094,458.6640551,0.933608131,19.47,1.75,45878.78,289.49,3833.38,88.24,28698.61,21.24,2.78,15.39230385,9.75
23VINIF_154_#2,20.910663,106.800111,Winter season,North,420.16,77.48747625,4.184433659,4.67443571,24.24533525,0.259344011,0.423318815,3067.875116,1002.051117,20.66703486,16.9983041,2.313287281,1.947493808,0.011332367,121.7746702,1259.671196,1890.69285,926.7313831,375.6625427,1.953787447,12.39,4.26,51453.28,344.85,962.94,122.51,30553.62,24.26,4.3,21.55568886,7.215
23VINIF_155_#2,21.146497,107.359896,Winter season,North,420.16,77.91533704,5.346017102,4.921052333,23.80883648,0.0780336,0.121519489,2761.425428,901.8448561,23.09608249,18.55730972,1.812301392,0.561094801,,84.93554484,1641.5935,1170.786618,573.8872659,336.6580059,1.199088605,3.9,,58323.53,427.1,803.08,55.72,20168.47,8.92,3.89,22.08674795,9.165
23VINIF_156_#2,21.3145,107.366505,Winter season,North,420.16,78.08386244,5.037460621,4.984832509,23.53286085,0.20469735,0.028369683,3191.197432,1046.556918,19.50798949,19.81035193,0.681050216,1.073105931,,77.95162951,1455.980587,1140.947371,415.7058874,749.1189092,0.917717961,5.01,4.53,69309,232.44,958.52,171.3,32202.93,8.88,3.74,18.45815418,6.24
23VINIF_157_#2,21.326402,107.489271,Winter season,North,420.16,78.08386244,5.037460621,4.984832509,23.53286085,0.195359432,0.005062453,2706.299057,1093.967131,19.12547147,17.81689021,0.619224433,1.402994841,,290.9678826,1401.922097,1279.777201,294.2935157,636.169825,0.718634001,4.04,,24564.33,167.98,750.6,155.18,11357.1,2.71,3.94,13.59592122,6.825
23VINIF_158_#2,21.32918,107.60805,Winter season,North,420.16,78.08386244,5.037460621,4.984832509,23.53286085,0.16825823,,2867.538814,983.9221476,15.09730327,15.94946278,2.132874399,1.300513105,0.16606564,235.2806704,1644.331236,1288.190893,377.7594968,285.9258568,1.601537798,3.04,,21649.61,411.14,1047.38,118.83,6608.24,7.33,4.69,9.096361455,12.09
23VINIF_159_#2,21.470816,108.001057,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.281214459,,3015.233723,1105.098703,13.66887268,20.23815166,2.334067743,3.280619829,,136.9824782,2093.538043,1758.500422,203.9013693,413.9827501,1.628819571,6.14,0.05,19713.27,193.67,1118.54,133.67,11416.21,4.78,3.61,9.798040392,11.388
23VINIF_160_#2,21.536066,107.85411,Winter season,North,420.16,78.86708697,4.598074168,4.874734474,23.06511719,0.01265544,,2975.7155,1472.51047,15.32663949,23.02105599,0.904369926,0.334181384,,33.52102596,2165.955704,3330.134218,175.1649243,357.0440699,0.829431775,1.23,,8262.98,153.37,588.77,40.12,1950.84,2.22,3.88,3.378986304,5.382
23VINIF_161_#2,21.470569,107.763973,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.214914067,,3158.936009,1246.036799,10.30141284,21.82003692,0.302771653,3.122024291,0.037197908,468.7494301,2437.935206,1697.994,75.39159268,550.1645212,0.47866584,3.49,1.49,24644.43,402.97,606.41,165.95,9786.96,2.68,4.23,9.73805239,8.502
23VINIF_162_#2,21.458691,107.697383,Winter season,North,420.16,78.73390984,4.993717172,4.90630505,23.37738968,0.142839003,0.05146258,2933.240145,1173.503074,16.35834967,17.45819227,1.515103837,0.348853203,,123.5159971,1520.069849,1528.756068,159.9967044,469.7374689,1.217561102,2.49,,26132.54,377.97,814.52,162.95,5717.53,5.25,4.04,6.618676265,8.424
23VINIF_163_#2,14.483364,109.033504,Summer season,South Central,418.705,77.68651511,5.683229537,4.461515449,25.55313558,0.195141472,,3236.748554,1085.395006,36.11691175,19.00610615,2.220730166,1.012000212,0.204871711,212.3837982,2209.238654,1400.383995,1008.771077,1027.17028,2.032283849,10.73,7.46,96312.78,483.96,794.47,438.15,55930.65,44.00,4.13,24.33756624,8.502
23VINIF_164_#2,14.19711,109.048032,Summer season,South Central,418.705,73.74618504,5.583624983,3.024426976,25.63677753,0.133539023,,3385.633505,1132.881898,23.76334832,20.11156618,2.073008966,0.389794216,0.175275451,66.49909301,2011.846215,1520.620157,515.1119393,488.1242389,2.765625767,2.57,,51851.09,205.45,795.26,426.83,31478.83,20.91,4.63,18.33633273,4.914
23VINIF_165_#2,10.516753,107.392505,Summer season,South Central,418.705,80.8536018,6.182160698,4.54217905,27.40459787,0.035250856,,2892.002451,953.3144878,19.89023248,18.31773507,2.699076674,0.128235488,0.0566855,63.76612859,1449.330997,997.4731771,579.1657993,346.3825379,2.825292809,4.71,4.04,104216.91,425.69,733.07,579.3,57261.59,41.88,4.29,31.87362527,10.53
23VINIF_166_#2,10.487592,107.239023,Summer season,South Central,418.705,81.23777937,6.882568956,4.594759668,27.36671961,0.012688298,0.005105929,2597.163167,921.3999924,18.2720697,22.61098156,2.722101799,,0.026918104,106.9977725,1056.049173,1012.885534,699.9981354,424.2696308,2.379922255,2.41,,50686.97,552.81,742.2,740.36,77256.01,34.99,4.44,55.20343897,7.67
23VINIF_167_#2,11.0902,108.13137,Summer season,South Central,418.705,82.32419868,7.762435143,4.574222478,26.75781977,0.509928423,0.07506421,2941.149814,957.3426353,25.9078157,23.27725408,1.959753288,12.06518504,0.145707962,332.5365318,1887.10467,2150.142906,619.3527009,831.2327606,2.038562404,24.63,,37937.82,232.13,581.7,285.76,28250.89,15.46,4.32,16.91661668,5.59
23VINIF_168_#2,11.257014,108.534125,Summer season,South Central,418.705,80.98043941,7.612996885,4.350432895,26.79661983,0.431520855,0.016193505,3484.992295,1141.98451,20.79545685,11.5367656,0.939515073,5.259232767,,289.9380769,805.0648335,1494.362942,1034.517369,476.5474892,1.740399395,4.03,7.46,100378.58,412.01,660.33,559.49,55620.29,39.17,5.63,13.85168899,4.16
23VINIF_169_#2,11.504288,108.915787,Summer season,South Central,418.705,80.73758363,8.520123105,4.753299947,26.76616356,0.277718833,,4118.046835,1114.92554,22.10924975,14.86446733,2.72140618,1.575297706,,73.51145051,1457.412993,1515.030364,765.5403857,345.8796975,2.652851539,2.18,,37768.33,179.59,803.08,327.33,24575.55,16.54,5.7,16.07678464,4.55
23VINIF_170_#2,11.625517,108.991638,Summer season,South Central,418.705,80.24291442,8.576085041,4.700033651,26.82012533,0.422515562,,4168.087791,1206.573598,19.6304427,11.37534749,0.845351406,8.058323815,,242.9663761,1488.854515,1374.843585,370.5390941,1347.518506,1.509823754,6.4,,28179.35,147.28,722.47,118.16,10674.98,9.24,4.12,14.73557933,9.36
23VINIF_171_#2,11.666752,109.024856,Summer season,South Central,418.705,80.24291442,8.576085041,4.700033651,26.82012533,0.502703318,,4360.796762,1389.931728,14.9568315,12.19347414,0.297959376,3.778575149,,21.52074309,1372.704314,1397.107063,180.4975111,200.340723,0.625896186,5.69,0.52,24591.32,169.45,904.85,167.43,11096.94,6.87,4.37,15.38768985,11.7
23VINIF_172_#2,11.757123,109.0706,Summer season,South Central,418.705,80.21778249,9.283231047,4.701276915,26.42405696,0.238438921,,3018.379284,1193.32292,21.65485547,13.49305172,0.58332354,1.411891873,,50.80540292,730.9295868,1055.208168,852.7809968,355.6720821,0.755885993,2.22,1.65,21086.92,76.89,705.21,299.86,7878.77,4.48,3.92,10.21183054,4.29
23VINIF_173_#2,12.105522,109.118377,Summer season,South Central,418.705,78.28134588,9.342420977,4.408130157,24.50970297,0.145183101,0.016210166,3817.118377,1163.122452,20.16908346,14.42619884,2.707399548,1.957386043,,105.8860845,1927.822121,1382.854969,589.5242416,407.5446547,2.247550844,4.76,,34615.8,143.07,553.67,102.15,8705.12,9.48,3.92,15.13697261,4.81
23VINIF_174_#2,12.289722,109.156743,Summer season,South Central,418.705,78.96927865,9.322036542,5.193121709,24.86207551,0.134289203,,3571.706658,1134.029685,23.60062896,13.11305337,2.428244925,2.471521253,0.264620446,22.87734577,1219.497023,988.9443032,814.3591108,179.8633943,1.764020189,21.88,4.91,76752.39,288.78,1121.02,404.07,36453.59,18.50,4.36,28.34866054,7.15
23VINIF_175_#2,12.440487,109.112694,Summer season,South Central,418.705,77.24861754,6.498505997,4.30912655,25.34056426,0.233534236,,4112.709293,1237.512693,19.39062249,8.707457598,1.363729765,5.830865295,,361.605967,1548.047173,1717.381838,885.476512,561.1662105,1.301937432,10.5,,35164.65,103.11,811.33,324.99,15219.63,8.70,4.11,21.01898102,9.23
23VINIF_176_#2,12.572129,109.172803,Summer season,South Central,418.705,75.20065696,4.665747701,3.476761656,26.22585163,0.142015233,,3172.007461,1129.937862,23.45560294,13.43875966,1.885462163,2.304490484,,82.59308384,1740.401318,1448.237792,998.4889443,711.6354222,1.303906948,4.26,,20367.33,92.56,507.53,87.77,12407.03,5.28,3.54,15.93203398,5.07
23VINIF_177_#2,12.768536,109.290349,Summer season,South Central,418.705,77.35662217,4.96296767,4.580331867,23.71392501,0.001976951,,4071.814786,1156.066302,15.2367627,14.36416143,0.85123202,,0.056602209,47.51265957,1005.416373,983.3647093,554.088542,428.7240424,0.91153688,1.24,,14725.44,100.37,449.57,189.08,8612,3.30,3.74,10.65254322,6.37
23VINIF_178_#2,12.904307,109.370558,Summer season,South Central,418.705,78.96658691,6.089991972,4.391979949,25.35833064,0.058086112,,3283.009846,1048.931544,25.96146199,13.5876904,1.587310846,0.022686865,0.026944822,146.8378693,669.1090628,799.5791966,590.0121961,268.0566809,1.34342732,1.78,2.08,29984.31,106.63,621.94,113.53,7387.45,5.13,5.99,11.26985713,7.28
23VINIF_179_#2,13.332731,109.252714,Summer season,South Central,418.705,76.49892258,7.862001047,3.039211303,25.66341645,0.140656148,,3580.679565,1275.299778,17.59321854,29.77460188,0.988818469,0.182533336,,5.644588602,1197.286957,995.5029454,305.309466,525.89608,0.913829906,1.56,,22732.09,193.15,791.79,123.99,7224.25,9.61,4.02,14.97101739,7.28
23VINIF_180_#2,13.577752,109.247202,Summer season,South Central,418.705,77.34984533,5.979513259,3.746591883,25.88621825,0.603554171,,3471.229653,1182.37685,13.79842654,15.57222973,2.681249128,8.283116306,,,2219.118354,2580.174434,202.2519578,333.9194308,2.051501711,2.53,,12053.6,73.63,477.2,47.46,3165.85,3.22,3.97,12.25264841,3.77
23VINIF_181_#2,14.126493,109.151986,Summer season,South Central,418.705,73.74618504,5.583624983,3.024426976,25.63677753,0.075090498,,3806.791919,1591.300004,15.66145464,19.08442051,2.651446839,1.043744198,0.130088951,457.2394951,2377.707572,3437.268873,346.0710618,585.1491157,3.442858886,2.67,4.82,42084.37,288.03,1021.47,156.84,13327.39,11.60,4.25,18.8886668,10.66
23VINIF_182_#2,14.079597,109.063139,Summer season,South Central,418.705,73.84236091,5.383891719,2.98244747,26.10847448,0.061065267,,3585.92134,1176.498888,28.14456538,14.24875976,0.623596738,0.220012003,0.003224334,97.62607977,1692.114899,1277.220643,1149.052476,482.5618423,0.707919267,1.37,,32276.87,145.08,715.31,187.05,10333.57,3.28,4.23,16.69332267,7.28
23VINIF_183_#2,14.381312,109.023012,Summer season,South Central,418.705,76.03564687,5.682993362,3.970008835,25.40691242,0.075121886,,3446.690995,1102.890683,20.87141766,14.95367024,1.378977844,0.21404672,,15.19234093,2063.497408,1029.923616,475.7120463,649.3632837,1.296197132,2.65,2.43,22905.75,203.76,553.49,137.91,28890.46,15.68,4.05,15.80261712,7.15
23VINIF_184_#2,14.550829,109.049104,Summer season,South Central,418.705,78.97973898,5.510674857,5.113370075,24.69197477,0.062560373,,3748.350299,1287.842062,23.01075167,18.47565295,3.083791965,0.039611747,0.003223262,78.58803991,1653.55408,1821.337215,501.0424598,456.7882911,3.325344129,4.84,1.4,87422.6,380.17,967.78,219.08,49945.66,36.96,3.92,34.45655434,10.27
23VINIF_185_#2,14.72036,109.034369,Summer season,South Central,418.705,78.44642813,5.513343399,4.973440896,25.29884022,0.064174704,,3537.709427,1280.046954,20.4754738,16.24302965,0.38330944,0.068675009,,176.3020272,1287.543459,1241.406363,598.7311027,636.5455218,0.801189332,1.6,,30774.75,164.3,535.2,214.24,15850.54,6.01,4.77,16.03038177,5.98
23VINIF_186_#2,14.835011,108.956295,Summer season,South Central,418.705,76.61127663,5.275585343,4.9887999,25.65043443,0.156017481,,3089.066573,1239.008936,16.47517146,19.95453339,2.00418261,0.252006111,,74.52079039,1071.928184,1050.860277,317.2072651,361.0900381,1.497135471,2.97,3.88,48802.84,198.79,661.42,207.17,16371.33,13.67,3.9,14.66679988,8.06
23VINIF_187_#2,14.979058,108.885899,Summer season,South Central,418.705,76.32006697,5.196718927,4.82838083,25.13401771,0.114052074,,3590.61223,1226.763801,19.38271782,22.52721779,2.12052587,0.205457564,,104.737576,1567.842953,1349.001195,675.1458264,510.8075555,1.695779349,2.92,,50791.71,197.61,582.85,286.33,28132.6,17.96,4.31,20.12,5.46
23VINIF_188_#2,15.282303,108.773723,Summer season,South Central,418.705,76.67276484,5.520448268,5.557480065,25.46356598,0.138845694,,3694.925249,1388.385415,15.44784098,26.02758803,0.429380708,0.412438147,,143.2594426,2406.121918,2210.637889,302.3260855,801.19519,0.676487584,1.34,,12096.52,56.66,374.15,29.26,3186.23,2.50,3.89,7.654641751,5.98
23VINIF_189_#2,15.971738,108.167541,Summer season,South Central,418.705,76.84617508,4.657555389,5.186097279,26.10148712,0.221192139,,3437.83242,1504.063288,20.23130052,23.63315134,0.388006461,3.782901035,,26.206214,2403.409998,1990.089667,413.1684375,571.3465743,0.80183438,11.37,3.84,67249.78,247.6,721.95,272.48,30301.9,26.08,3.68,26.43884892,7.15
24VINIF_1_#2,15.14583,108.7814,Winter season,South Central,423.08,85.006942,5.928832082,5.226668718,25.83401356,0.170443461,0.011067241,1642.38633,509.8789102,8.412857168,34.02963507,0.833224218,0.682089526,0.101599611,13.54943137,147.3686043,85.95093271,52.45950402,94.77746299,,2.725156298,5.44164257,28564.00712,80.78621419,,90.05043992,15477.02911,14.98,3.99,53.17124736,4.116666667
24VINIF_2_#2,14.98,108.8858,Winter season,South Central,423.08,85.59906598,5.196718927,4.82838083,25.13401771,0.092982602,0.009362685,814.7756035,356.3709285,8.190848979,14.33489807,1.199519891,0.24600589,0.121626571,35.92667936,,38.0712418,203.4280855,80.6612307,0.679306927,0.996274305,4.200852353,20469.23913,34.46751926,,69.55884264,22521.56094,9.00,4.26,20.12,2.686666667
24VINIF_3_#2,14.89139,108.9422,Winter season,South Central,423.08,85.42255395,5.275585343,4.9887999,25.65043443,0.037944812,,899.9372904,158.2329563,4.22280307,12.95686706,0.294283847,0.760304351,0.122593781,11.23218621,230.1255336,125.5689112,28.85227705,160.6018877,,2.368951,7.215860008,23939.85485,143.3093594,54.12971687,23.55198739,26339.11626,8.74,3.91,16.39344262,5.915
24VINIF_4_#2,14.83417,108.9578,Winter season,South Central,423.08,85.42255395,5.275585343,4.9887999,25.65043443,0.081040875,0.020576988,1122.392469,335.5506271,4.615670751,17.316453,0.703637977,0.209267864,0.240173989,11.79935865,145.506037,112.4444961,109.3612166,149.9323407,,1.334354266,6.684185277,25136.7249,51.97879129,,55.47269788,27655.7722,8.67,3.89,14.66679988,3.176333333
24VINIF_5_#2,14.76361,109.0083,Winter season,South Central,423.08,85.71801032,5.513343399,4.973440896,25.29884022,,0.026122627,1118.269881,266.5510046,3.305860296,17.02192318,0.189143909,,0.243894548,24.51108465,211.4044566,140.581721,31.66280758,94.46662425,,0.67623873,4.310320701,16218.08312,49.88511171,22.60486004,21.88221025,17845.15037,3.38,4.11,12.28070175,2.491666667
24VINIF_6_#2,14.55028,109.0494,Winter season,South Central,423.08,86.36837645,5.510674857,5.113370075,24.69197477,0.064571683,0.018049515,1056.782575,237.4319948,5.013572134,13.76216438,0.98270151,0.107696512,0.242297335,23.20776492,179.2659948,160.1900794,75.23232513,145.4695014,1.665872642,2.069031956,4.875396111,28954.11661,160.9890104,48.08731414,29.10683945,31854.83158,21.06,4.09,34.45655434,4.506666667
24VINIF_7_#2,14.48333,109.0336,Winter season,South Central,423.08,85.46405465,5.683229537,4.461515449,25.55313558,0.051343547,0.011857669,948.8117701,279.5795219,5.142367802,6.552112992,0.740286185,0.102582159,0.122310093,24.27630612,146.7950563,11.23692189,160.7791302,138.7769274,0.890229248,1.995086495,5.166864626,30921.97427,113.9711034,,104.583739,34019.53769,18.96,4.05,24.33756624,4.225
24VINIF_8_#2,14.38139,109.0228,Winter season,South Central,423.08,83.67716914,5.682993362,3.970008835,25.40691242,0.033220114,0.015746557,905.39766,193.4996048,3.847927936,12.51510152,0.410151525,0.04094168,0.243333134,19.5821564,184.3620495,75.06317864,120.4610907,272.7984046,,0.753837057,4.556710482,13273.09052,50.71310143,,15.02744493,14605.66869,10.73,4.17,15.80261712,3.575
24VINIF_9_#2,14.29528,109.0739,Winter season,South Central,423.08,82.13618895,5.865800817,3.243961898,25.38725584,0.027845569,0.019155403,906.5640211,177.7277984,7.798320992,4.943053178,0.836793345,,0.242853974,9.996017745,141.7225326,49.28722126,373.4512321,123.3585527,0.339586524,1.059968543,5.078551136,22518.12488,61.01179261,,237.3978994,24775.21159,26.76,3.95,16.84549356,2.773333333
24VINIF_10_#2,14.19694,109.0475,Winter season,South Central,423.08,82.4095664,5.583624983,3.024426976,25.63677753,0.067799191,0.144675899,839.1195918,227.8987723,3.837975939,13.66580471,0.154446004,0.10858539,2.565559829,33.67077877,210.1612562,26.66725193,102.7058012,274.2716466,,0.714454006,2.626255347,17091.94117,49.53114673,,116.9098494,18806.56906,9.29,4.72,18.33633273,2.578333333
24VINIF_11_#2,14.07917,109.0633,Winter season,South Central,423.08,83.47464699,5.383891719,2.98244747,26.10847448,0.076154532,,880.2154704,179.6683738,5.516805792,6.879802851,,0.089612704,,35.01753686,236.5387381,123.0740039,102.3575682,282.9585522,,0.667976846,3.405591114,18312.77859,57.49089968,,22.87721561,20149.41189,3.05,4.09,16.69332267,4.095
24VINIF_12_#2,13.57667,109.2478,Winter season,South Central,423.08,74.72754767,5.979513259,3.746591883,25.88621825,0.053887387,0.008986796,1065.113994,285.1646524,3.304046883,10.79732829,0.524048814,,0.121387149,37.62554643,120.5628784,88.6752817,276.108603,297.8937855,0.08651646,1.500379203,5.02352713,7913.019404,79.53393428,150.2311353,100.6151526,8709.659296,5.06,4.17,12.25264841,6.175
24VINIF_13_#2,13.46222,109.2117,Winter season,South Central,423.08,73.07051075,7.459452064,3.328219909,25.91677096,0.023639113,0.021574139,1115.300548,231.9668037,4.59223857,5.350955125,0.470550033,0.046712714,0.241585393,9.985466734,110.9716036,322.6215023,,71.54486227,,1.064910047,7.562360366,25561.61056,56.44395662,120.8046606,11.91465543,28123.1218,4.60,3.74,10.99337748,4.441666667
24VINIF_14_#2,13.39333,109.2042,Winter season,South Central,423.08,70.31266905,7.862001047,3.039211303,25.66341645,0.052750422,0.007243155,1018.873162,231.2172438,2.874231693,4.562329275,0.043797025,0.102075997,0.121706589,15.75202374,206.1893095,267.402771,114.4943492,83.28686105,0.347151736,1.168757676,4.750423428,21139.34543,78.2232256,,42.15280259,23258.56271,10.66,4.29,17.11590296,2.006333333
24VINIF_15_#2,13.35417,109.2111,Winter season,South Central,423.08,70.31266905,7.862001047,3.039211303,25.66341645,0.060762936,,775.5183009,182.7957461,4.576922107,5.946018033,0.348277625,0.144341604,,6.389884128,329.8514048,92.63479322,6.532881308,50.65750839,,1.226931403,6.578450399,19614.587,47.40743321,,143.0949307,21581.38191,5.17,4.66,15.61561562,2.318333333
24VINIF_16_#2,13.04167,109.3144,Winter season,South Central,423.08,76.84043207,8.801801273,3.366520834,26.25000782,0.005458283,,792.1690496,260.5615476,4.945688972,4.960709414,0.405259372,,,,,,,,,1.470774243,5.453594098,24377.50202,44.0969808,,115.7793669,26820.57626,10.92,3.83,13.0859375,3.77
24VINIF_17_#2,12.90333,109.3711,Winter season,South Central,423.08,86.25301987,6.089991972,4.391979949,25.35833064,0.022554063,,978.7938478,175.3666054,3.96842765,4.753293472,0.042613278,0.074628232,,21.05780704,102.6034997,103.0061113,126.9305382,116.9978903,0.244928882,1.669300642,11.46944856,41786.74191,107.8694383,35.64678048,52.99767584,45970.75057,8.31,3.75,11.26985713,5.308333333
24VINIF_18_#2,12.62944,109.1831,Winter season,South Central,423.08,82.2067328,5.087870888,3.65169592,25.31260296,0.093852899,,769.568693,180.9181707,4.526270135,2.745532153,0.066372799,1.388345838,,36.77156596,466.9445614,163.7832577,233.1800642,260.2288653,2.813817898,3.577256214,4.425776742,15148.78958,36.39674102,31.94124485,30.83166234,16669.0933,7.49,3.97,10.16949153,2.253333333
24VINIF_19_#2,12.57194,109.1728,Winter season,South Central,423.08,81.08206567,4.665747701,3.476761656,26.22585163,0.090753681,0.013266287,896.0856391,248.7103399,4.512466948,2.587407112,0.357361397,0.666608419,0.24373388,36.6041575,799.9398339,162.0011893,254.6052036,255.183807,3.591689831,1.553181787,2.751202441,10039.71552,52.68398577,31.77252252,17.75834094,11049.08318,4.68,3.73,15.93203398,2.535
24VINIF_20_#2,12.43972,109.1139,Winter season,South Central,423.08,81.47510353,6.498505997,4.30912655,25.34056426,0.133241432,,937.9946769,257.4039112,4.372597367,5.112741545,0.218773067,4.827750797,,31.84237817,175.7994095,187.4309924,249.5232105,182.3954704,0.961753083,8.978211861,5.979715723,27532.62084,34.61525024,46.65951652,145.8541887,30291.26481,7.37,4.1,21.01898102,2.73
24VINIF_21_#2,12.28972,109.1569,Winter season,South Central,423.08,81.78105017,9.322036542,5.193121709,24.86207551,0.074405551,,752.5906149,185.763302,3.380661704,3.476118117,0.19185787,2.225662161,,31.6224431,228.2299323,140.0854648,186.3708954,65.1363265,0.599135003,10.53928605,7.074914914,31134.49063,71.60998312,,136.3251586,34253.25508,10.19,4.55,28.34866054,6.261666667
24VINIF_22_#2,12.20139,109.0706,Winter season,South Central,423.08,81.78105017,9.322036542,5.193121709,24.86207551,0.123544563,0.007473001,717.7391269,88.82669723,3.964892122,0.893749744,,2.008638528,0.121387149,19.67464379,221.2675808,93.03493463,256.2144306,116.2061774,0.945585933,3.900518439,6.755494324,27157.17123,33.47342454,43.05601123,54.74808621,29878.25964,4.36,4.29,11.59062885,2.578333333
24VINIF_23_#2,12.10583,109.1217,Winter season,South Central,423.08,81.79428867,9.342420977,4.408130157,24.50970297,0.08169897,0.007146056,863.4250425,181.2910879,5.40384177,1.626103258,0.308256132,1.883759394,0.121786712,16.11655488,277.4153546,89.31128936,359.5575303,101.6147151,0.306830051,2.724100967,5.864052772,24603.3903,137.0071098,72.33982594,56.82531502,27069.07776,6.72,3.81,15.13697261,3.856666667
24VINIF_24_#2,11.75583,109.0697,Winter season,South Central,423.08,66.50771452,9.283231047,4.701276915,26.42405696,0.107555298,0.012110789,808.4248547,214.4124807,4.552789212,3.760214915,,0.596850901,0.245106347,33.40147394,194.1039955,251.8068435,66.70893682,98.89028794,0.836826767,1.090153876,3.744049451,14357.31214,31.59490598,36.52972518,202.0499878,15798.38828,1.92,4.06,10.21183054,2.123333333
24VINIF_25_#2,11.66667,109.0244,Winter season,South Central,423.08,65.2272645,8.576085041,4.700033651,26.82012533,0.149094885,0.005076331,866.9996796,200.1555321,4.357637883,4.367580828,,2.552043963,0.123247179,45.09188003,190.710089,159.7738069,178.2991984,117.5892506,0.72480804,2.809678081,4.274405653,16717.69437,46.70260005,101.0600235,80.24412134,18394.88497,4.90,4.87,15.38768985,4.81
24VINIF_26_#2,11.62583,108.9911,Winter season,South Central,423.08,65.2272645,8.576085041,4.700033651,26.82012533,0.154269394,,926.5704972,213.1722667,3.595187484,5.477457816,,3.51421028,,34.40827095,233.0040271,110.4263511,,131.7218206,0.990585559,2.63712681,2.608642158,18894.36174,64.54213138,34.49426854,18.87180947,20789.15335,5.98,4.35,14.73557933,5.568333333
24VINIF_27_#2,11.54028,108.9403,Winter season,South Central,423.08,65.4877521,8.520123105,4.753299947,26.76616356,0.085301219,0.024502695,925.8605638,183.2810457,3.712828948,7.160659547,0.856732318,1.798038114,0.491789084,34.74383815,454.5516372,179.6148688,207.6366359,112.9339782,1.792607376,2.478766713,2.965066125,16140.84143,60.00587344,61.27025024,61.23878985,17760.22717,8.75,4.04,13.52657005,3.575
24VINIF_28_#2,11.48778,108.9081,Winter season,South Central,423.08,64.87817248,9.772816557,4.573406687,26.45004826,0.05873727,,503.176115,210.0004281,2.768457158,6.321947816,0.170529943,1.280432665,,82.57899584,,65.81423253,92.54940832,219.78548,0.374304627,2.538251339,4.526168964,16893.97619,31.83801376,60.06481889,63.46436027,18588.71176,7.75,4.87,13.34459459,1.885
24VINIF_29_#2,11.00083,108.1181,Winter season,South Central,423.08,67.50564263,7.762435143,4.574222478,26.75781977,0.231683565,0.02160473,705.7569072,222.5033087,2.884553799,3.712209015,0.012270874,4.03711314,0.368513974,55.80802093,37.97074435,228.0944503,8.380332656,70.74730126,,3.205831551,3.630147665,11195.90085,19.50033618,126.2598791,4.244880398,12320.87105,7.18,4.85,34.5971564,2.535
