Lattitude,Longitude,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.SOM,Soil.Clay,Humidity,Potential.Evaporation,Rainfall,Temperature,CO2_average
19.179551,105.66854,1,0.280671797,2005.165618,268.8803851,21.36292313,120.9193219,2.923971801,0.523113773,733.4071533,631.9860319,390.6053903,885.5403191,397.4280212,11.42601177,57678.49754,227.3722654,426.4107772,1117.090703,32901.27582,5.83,4.472,33.38,77.1539475,0.00774,0.007,29.3305325,421.3875
19.359159,105.7061,1,0.240662231,1440.444683,249.2802082,13.80170424,19.75915022,0.504112134,1.002425339,95.06956607,724.6649938,306.8362357,370.5804679,136.6100421,6.204842155,32434.08024,102.6681901,439.238618,139.6073689,15308.57465,5.01,5.044,12.41900648,79.178385,0.0154775,0.008,28.9169525,421.3875
10.62356,105.41257,1,0.008832511,609.9032528,160.3652427,6.536992319,2.158591856,0.973807535,0.456651372,200.4416196,269.4130289,96.46014089,200.2842952,233.5014408,7.111739829,45412.38312,234.835382,241.6052299,48.86232562,49959.04619,4.16,14.092,8.585858586,74.168735,0.00617,0.0058,27.786275,417.5325
10.65714,105.78298,1,0.134497837,722.8673897,119.9646725,10.01819298,0.184096533,1.196778394,0.528311635,191.4199751,276.2819558,176.1065739,170.1566746,243.4621248,7.0601604,44830.0505,235.1747473,557.3238815,5.885541636,49318.44099,3.83,20.41,9.071038251,72.7681875,0.0065675,0.005475,27.7741225,417.5325
10.71194,105.53962,1,0.073572889,606.3945461,152.6511699,6.829895842,0.273754589,1.23074838,0.40900298,230.8753017,296.8538169,143.0823532,254.7186462,307.4394393,5.846803814,35635.28482,295.2149369,531.1943695,0.419965092,39204.13215,4.17,13.26,9.195402299,73.09788,0.0065425,0.00561,27.888765,417.5325
10.1057,105.8947,0,0.204619636,2821.631775,1122.318904,29.69067369,28.19016742,10.16667385,0.81964447,632.0888186,1123.630039,2094.983886,883.9506975,440.1394642,8.21,72842.91,289.63,1363.89,75.5,15721.46,4.2,15.34,33.64990503,85.54206,0.0040075,0.003,25.6435025,418.945
10.0717,105.928,0,0.195723652,3118.563791,1127.787102,25.51699043,31.16004361,2.471779698,0.87621816,226.6425742,1104.13213,1769.585309,853.7335335,245.1441355,7.52,65833.22,271.88,1751.48,82.71,14081.78,4.52,15.34,26.08956417,85.54206,0.0040075,0.003,25.6435025,418.945
10.0734,105.9922,0,0.112463317,2985.0082,1148.858854,20.78920997,55.77006601,2.156807823,0.712018924,183.0939267,1210.450332,1564.666615,273.6474963,316.6775625,7.75,64595.91,310.37,1152.98,81.76,16005.1,4.28,11.05,30.68772491,86.133535,0.0049925,0.003,25.6161575,418.945
10.1424,106.0217,0,0.164583039,2965.238703,1330.317831,23.69844514,16.73392841,3.045662472,5.59535e-05,0.037751524,0.239764394,0.281298637,893.9489918,0.039863188,10.35,74712.27,411.11,2443.19,87.82,15648.14,4.84,17.68,37.19256149,86.133535,0.0049925,0.003,25.6161575,418.945
10.0753,106.1705,0,0.205690696,2830.18022,1028.35247,20.68651635,20.74656914,1.817984963,5.139896795,508.7644873,1781.586101,1219.94306,637.9968866,519.526948,11.8,69773.64,509.1,955.79,192.74,31554.42,4.49,9.49,15.79526142,87.05292,0.005285,0.004,25.610285,418.945
10.1243,106.5648,0,0.105273367,2567.96758,976.6598158,10.64967027,11.61431292,0.523868958,2.151291224,453.6621237,1381.822895,1705.260408,277.7095052,1136.618959,13.57,75926.12,358.78,1427.36,88.63,24415.6,4.39,14.04,36.81790925,85.65213,0.00405,0.004,26.028245,418.945
10.1073,106.6354,0,0.322596456,2744.067153,1130.98632,18.03838632,10.75419029,3.170363028,6.294630066,274.095926,969.2805419,1272.98837,348.4802789,521.4119635,19.74,78566.24,477.15,1259.17,172.66,44994.02,4.21,23.01,38.97220556,85.65213,0.00405,0.004,26.028245,418.945
9.9736,106.2253,0,0.075469593,3070.270203,1134.862502,26.95003921,11.98492192,2.890942694,1.635540252,106.0888556,1481.94502,1479.577889,761.2537059,231.2995533,10.24,99346.93,452.79,1331.86,88.71,23414.5,4.39,18.85,41.29522287,86.775035,0.00665,0.004,25.65272,418.945
9.9245,106.2263,0,0.0934125,2728.094792,1003.934941,16.79230426,11.78000155,1.480654328,2.144878956,259.8154367,1951.884259,1210.128759,322.8201892,308.7421863,10.61,69170.22,350.37,850.62,82.83,27712.93,3.95,6.24,45.79542046,86.4361225,0.0038925,0.004,25.6986975,418.945
9.6501,105.9848,0,0.126028883,3048.917405,1111.420345,18.00796671,28.9076523,3.375484199,3.454112515,371.0636644,1594.615179,1659.82883,457.6760337,481.8762912,10.52,66020.29,564.12,1039.71,124.04,29526.27,4.09,8.84,36.41814911,86.1651,0.0036275,0.004,25.6278075,418.945
9.6899,106.0144,0,0.13492887,3013.633119,1165.169004,30.30604517,15.55281221,2.967035502,3.118326791,262.483582,2202.917367,1827.372003,768.4698863,327.5826218,14.88,84096.31,555.29,842.45,363.73,42713.72,4.28,7.02,44.43111378,86.1651,0.0036275,0.004,25.6278075,418.945
9.4234,105.5691,0,0.022239292,2632.403297,993.8008366,19.04731766,11.0736914,2.006949069,0.945372995,606.6625219,1499.517693,2542.192764,546.6030321,474.407271,10.12,94213.25,213.26,1459.36,153.08,25774.54,3.88,9.75,39.93603838,83.885305,0.0040075,0.004,25.779315,418.945
9.549,105.5836,0,0.08434782,2822.070429,1074.989726,31.37206124,15.86423047,4.44485778,0.649020019,199.013786,1637.208004,2021.699493,1205.428531,278.7835602,15.64,77793.13,631.32,1271.93,296.64,39480.44,3.86,5.98,36.39272146,84.42326,0.0039025,0.004,25.64887,418.945
9.4431,105.4747,0,0.035585269,2806.885961,1141.024569,27.96695506,12.52523087,3.001175909,0.552455524,376.5781101,1503.207847,2668.764563,1001.531562,426.0765091,9.72,88418.26,287.46,1982.14,155.35,21005.63,3.28,12.74,41.77493504,84.0862475,0.0039775,0.004,25.7378925,418.945
9.1471,105.0636,0,0.081778658,2845.44156,1189.269604,21.73177588,10.74721242,2.687477831,0.566798717,365.0001618,2264.558789,2331.543555,1103.385421,578.7444798,8.81,96088.18,219.99,1687.69,177.89,23677.3,3.4,11.83,39.32853717,84.4095275,0.00431,0.006,25.8308625,418.945
9.1118,105.0212,0,0.148643199,2553.205614,972.7632693,18.11143281,12.19924031,1.209784678,1.306215881,192.0208389,1371.663361,1376.082627,578.1095867,353.3102484,9.02,88705.14,213.18,1141.06,229.95,31458.28,4.09,8.45,41.69498301,84.924115,0.0042525,0.006,25.8066575,418.945
9.0821,104.9854,0,0.02549558,2908.295398,1066.23414,24.75617266,27.11782473,2.775671557,0.488367597,649.2407149,1264.483417,1784.683236,920.4708276,366.2988752,7.6,93314.22,237.25,1709.46,282.35,26966.25,4.46,12.09,43.62945938,84.924115,0.0042525,0.006,25.8066575,418.945
9.3125,104.9269,0,0.051151462,3254.510375,1066.239044,21.31874072,16.60603907,0.223600693,0.731699171,898.8179787,1703.666293,1036.710549,560.3716826,766.6948306,15.42,72427.14,309.93,4985.83,529.97,43931.64,5.01,9.62,23.39298211,83.980555,0.0042475,0.00555,25.743565,418.945
9.3135,104.8852,0,0.011811827,2785.926749,957.1749812,14.56155441,15.48014519,0.506761516,0.971411464,227.0332451,588.220515,1699.155058,809.7142007,610.9901105,13.91,91601.71,221.52,2252.27,281.84,33458.56,4.23,12.35,36.38544582,83.980555,0.0042475,0.00555,25.743565,418.945
9.3675,104.8752,0,0.105884935,2897.73811,1029.628604,13.71981485,15.13653406,1.367877685,1.261759309,289.493609,849.9381067,1261.831124,484.9065528,464.6796258,20.22,92619.25,282.14,1890.21,211.74,38052.43,3.77,11.05,38.79612039,84.0934775,0.00465,0.005395,25.6825975,418.945
9.868,105.2149,0,0.08706785,2545.581958,952.5111773,13.54204792,19.27127266,1.485581249,2.127868856,577.7006925,1515.921571,2059.751065,319.2100009,835.4382277,9.73,65634.23,223.86,1919.85,65.28,16393.62,3.28,17.68,31.1306608,83.36735,0.0042775,0.004,25.78954,418.945
9.7738,105.2827,0,0.068253845,2764.386031,964.188905,12.76370152,15.58309068,0.872325706,1.039826778,492.9741822,1488.42558,1389.640298,402.2502989,553.2663692,10.23,72549.85,176.42,1155.67,123.64,22697.85,3.75,12.22,37.53372639,84.47739,0.0040225,0.004,25.60735,418.945
9.7388,105.4306,0,0.114206942,2730.781754,1004.249934,24.24404916,13.97781165,1.347485493,1.697300364,549.6043944,1209.342272,1251.559241,941.6131211,440.4402218,10.59,99281.1,285.21,908.45,224.75,32459.65,3.98,6.89,41.45585441,84.854175,0.0040225,0.004,25.563395,418.945
9.8812,105.6002,0,0.015171311,2483.379062,928.5469994,22.90227178,28.99040395,1.540336778,0.277637106,63.06950247,1229.378152,2215.500932,771.2074626,337.4883165,10.13,92928.93,224.79,1958.24,287.0,24105.52,3.46,13.65,63.8,84.2400975,0.00393,0.004,25.610385,418.945
10.4899,106.1253,0,0.015141149,2856.011808,925.709013,24.02806608,12.55135533,2.82398103,0.05097186,124.9378883,684.5758053,1812.795489,642.9988428,261.8025366,11.23,85671.04,260.24,4002.07,218.44,44625.98,3.13,12.22,62.17512995,84.29429,0.0045825,0.004,25.71237,418.945
10.8236,105.9294,0,0.006666702,2476.489993,918.602442,16.80312306,14.30015615,2.861843886,0.595917538,53.99153754,828.4139253,1876.926106,850.9341028,159.7725639,7.13,71501.6,295.85,1608.68,61.14,14041.42,4.06,7.28,33.19004299,81.1169,0.0045675,0.003,25.989255,418.945
10.9284,105.722,0,0.004940309,2480.617559,968.7169536,24.35913491,14.10374815,3.129078846,1.554965942,378.5139433,1052.186113,1853.098236,1073.543124,321.529057,24.56,93223.28,434.34,2044.57,150.99,39764.48,3.88,3.9,12.73617915,80.38151,0.0045325,0.003,26.0990375,418.945
10.807,105.4049,0,0.083647682,2673.61312,1094.263165,20.38115127,11.32004087,2.688047969,4.287875187,56.46989988,1685.467358,1378.600965,324.6497187,173.2626217,2.8,20993.61,215.25,553.93,28.51,5620.53,3.75,17.29,38.772859,80.653335,0.004595,0.003,26.02683,418.945
10.6383,105.406,0,0.380509058,5873.16888,1840.092442,29.86237726,28.37408387,2.233533377,0.719013399,57.18406227,1703.453129,1949.482993,1018.303873,191.7764436,15.79,77916.72,392.3,790.3,192.1,31823.37,4.71,11.96,32.64041575,81.5550575,0.00406,0.003,25.92626,418.945
10.5967,105.5066,0,0.095427417,2345.104309,1005.725297,14.44832186,19.50651037,1.669980267,1.77362548,103.024115,1374.434827,1368.830884,623.2439417,235.5052241,10.97,82917.75,297.2,886.53,187.84,31825.71,4.54,7.67,30.69693031,81.20948,0.004505,0.003,25.9848,418.945
10.509,105.6596,0,0.062872103,2532.351942,997.5691892,13.06732219,16.06335278,1.591848468,1.543493393,94.44587415,1296.808755,1542.160412,539.4737532,177.0562855,10.36,74376.29,235.94,956.31,138.35,27631.99,4.5,7.41,33.99660034,82.1648375,0.0044725,0.003,25.856485,418.945
10.3837,105.6468,0,0.094490542,2884.182591,895.7928133,15.29577505,14.29444668,2.07193863,1.271646786,214.6068023,977.1132792,2038.027606,811.8494596,458.4114945,16.91,96341.91,388.92,1495.98,138.58,32537.18,4.0,17.68,32.44702119,82.910705,0.004475,0.003,25.796325,418.945
10.3365,105.6069,0,0.062747109,2695.084223,1119.982856,23.47797976,24.60474741,2.006786014,3.745335043,503.1199112,1127.997888,1241.15208,682.1609341,583.4389181,11.24,93399.09,304.57,1078.74,125.45,25008.83,3.78,12.09,34.82865421,83.2414225,0.0039575,0.003,25.765135,418.945
10.3803,105.1477,0,0.04556403,2970.677707,1150.751611,22.45815881,18.74762089,3.165229706,0.824421475,229.6858016,1325.363958,1519.623717,749.6571994,228.8784106,9.47,77226.78,322.9,1178.22,162.0,21438.34,3.63,12.09,34.58962311,82.09617,0.0046175,0.003,25.6948525,418.945
10.3718,105.1544,0,0.025444691,2870.641436,1028.095007,24.18022089,18.25554275,3.379053261,0.840553356,592.0737725,1289.353003,1405.234743,666.3212432,474.7890698,10.14,68492.45,348.99,934.05,175.21,25134.14,4.05,14.56,29.6770323,81.8559475,0.0045125,0.003,25.8309625,418.945
10.4242,105.0079,0,0.050148492,2504.265225,870.58693,31.62929217,24.25637488,2.519986726,0.279525815,66.24633521,1199.401573,1925.88328,904.3391118,135.5367103,9.79,89939.22,372.28,1368.91,94.16,23521.98,3.5,11.05,72.75634619,82.3214825,0.0051425,0.003,25.5966125,418.945
10.4757,105.0215,0,0.128963094,3076.027469,978.8980757,21.31812633,31.05762923,2.623565783,0.759407181,212.7439528,1209.976029,1400.486474,609.6433949,389.5839001,0.86,6814.76,67.08,216.48,56.37,2367.02,4.78,4.94,7.037185126,82.31819,0.0059225,0.003,25.4789325,418.945
10.6143,105.0205,0,0.060683763,2674.474845,998.8513336,21.27695535,13.32693345,1.000365255,0.350050821,166.0488632,2139.906249,1105.038359,780.8708714,218.9239692,0.85,6088.47,83.73,41.14,105.28,2023.64,4.78,3.64,4.799520048,78.44237,0.0046,0.0031775,25.7793125,418.945
10.6541,105.0502,0,0.068726846,2621.866005,1005.871699,18.71976631,13.02595519,1.958871816,0.557547007,106.6800999,901.1412714,1490.393169,422.2798734,184.1606501,15.13,80119.68,506.71,1787.33,88.06,25888.56,3.85,10.53,50.77461269,78.44237,0.0046,0.0031775,25.7793125,418.945
9.9038,105.151,0,0.06654376,2681.558824,1165.067184,12.82297733,13.6764905,1.887741027,1.552493486,173.3231795,1007.714597,1628.914694,315.7169624,614.3591542,10.54,47167.99,287.84,1115.75,99.27,19805.23,3.38,8.84,29.29121264,83.36735,0.0042775,0.004,25.78954,418.945
10.0426,105.2274,0,0.091652804,2901.21484,981.8625008,15.88659115,14.10255802,1.224173766,1.118458873,340.742472,1221.356371,1057.834659,348.190009,243.2619687,9.14,70159.25,302.66,1102.14,282.55,24410.76,3.49,10.14,36.58536585,82.5238375,0.0044275,0.003,25.87451,418.945
10.0949,105.2805,0,0.035686253,2699.129173,948.8960001,30.38455841,9.546344413,2.668157517,0.376999669,221.4985562,1039.675903,1551.291412,2072.604853,187.0013891,10.82,74197.25,235.2,1223.09,260.45,27696.2,3.69,10.01,40.57971014,82.7038575,0.00432,0.003,25.75106,418.945
10.0904,105.4246,0,0.045562506,2852.296842,1040.549735,25.85915703,11.0705369,1.900347599,0.479406745,176.431757,1086.643051,1076.523038,623.5231343,205.1728557,8.34,88860.73,256.58,1284.7,342.36,25792.02,3.7,8.71,38.71612839,82.915805,0.0041775,0.003,25.7133825,418.945
10.0668,105.5401,0,0.098846904,2589.541345,1016.092709,21.2736403,16.35227763,1.277304807,0.655958338,181.9995914,1215.667551,1096.199372,854.4925728,221.1716979,7.99,80150.26,290.67,865.75,351.45,26197.02,4.12,8.97,36.98150925,83.308485,0.0041175,0.003,25.67763,418.945
10.0739,105.6583,0,0.023643634,2399.047054,843.1211533,21.26940341,23.83619637,4.831845245,0.746432323,308.2678993,1295.331004,1382.405154,992.7797371,263.3469154,9.22,72322.4,201.77,1058.85,241.98,21896.79,3.71,12.09,31.68415792,84.5322,0.0043125,0.003,25.6367175,418.945
15.7133,108.4487,0,0.157963619,2749.241937,1063.460938,15.92677545,28.98757332,2.418799349,8.194781836,75.26482263,1727.342297,1570.613793,248.3960998,363.1665063,6.27,21930.59,243.89,600.34,55.79,10771.39,3.68,4.485,10.73248726,84.5921025,0.00381,0.002,23.96315,420.1775
15.5317,108.5889,0,0.32798731,2957.921513,1020.212496,15.92516293,20.49137523,1.014070092,1.342653194,56.96759301,1559.223699,1675.154635,274.798956,471.2544644,3.34,23197.51,329.48,873.41,114.28,11936.67,3.53,6.24,10.15695291,85.16415,0.0044975,0.003,24.004675,420.1775
15.6143,108.4489,0,0.111015187,2320.63293,899.081414,31.42732746,12.94075912,2.133885321,0.661990216,208.1051266,483.293165,1066.875293,1302.679304,461.0348517,3.96,30808.87,120.02,468.29,487.84,27517.79,4.36,4.095,15.20935345,85.2866175,0.0039725,0.002,23.8338225,420.1775
15.7414,108.3676,0,0.050946139,2660.832437,984.6304294,23.49362,12.78742253,0.791280874,0.77697577,64.36504647,1290.657382,817.991935,597.3490406,347.1138383,2.0,33245.5,158.55,436.94,132.31,11152.31,4.21,6.63,18.05458362,84.5921025,0.00381,0.002,23.96315,420.1775
15.8889,108.2669,0,0.265073204,2476.357618,839.0478014,25.22628486,638.9939387,2.70697441,1.0476589,75.47294572,383.010117,831.7180206,967.6367629,203.961447,14.09,68258.18,246.0,587.81,282.57,38203.89,3.85,7.41,19.39418175,85.73774,0.0038325,0.002,24.084375,420.1775
16.7203,107.306,0,0.17224758,2732.341678,1019.363515,22.72511375,15.30843181,1.764364335,3.05625151,100.357505,981.0341006,1009.967881,868.1140039,386.4200104,6.41,38786.38,202.46,661.31,107.66,15348.94,4.14,9.36,14.62975917,87.4213325,0.0036575,0.003,23.4187,420.1775
16.6889,107.4005,0,0.07958926,3123.5741,1049.951437,18.21874216,14.77723506,1.440847849,0.253044184,97.53184413,1538.149843,974.7055901,507.7996905,458.6505842,3.79,34401.37,308.39,939.98,76.84,8638.21,3.99,18.135,6.976511744,87.0504275,0.00365,0.003,23.359755,420.1775
16.6495,107.4774,0,0.031426791,2436.669995,913.744843,20.06114942,11.63395383,1.518065163,0.4295362,58.47594412,1202.07285,1176.406257,625.5371459,282.6085692,1.97,8501.62,167.82,447.27,41.78,2925.23,3.8,8.19,4.499550045,85.41547,0.003375,0.0029375,23.4880725,420.1775
16.5877,107.5865,0,0.093577617,2848.459136,894.8568419,15.93284607,11.27022745,1.763608274,1.190839316,110.5718539,1446.459855,1592.718106,152.1649128,339.2345507,2.03,7370.61,72.5,289.1,92.1,4263.72,3.72,3.12,4.077553468,87.43949,0.003605,0.002545,23.56818,420.1775
16.4791,107.6247,0,0.129423338,2450.694885,927.205207,27.53910273,14.55896167,2.020811774,2.651958819,92.50202855,899.7870773,1026.098727,834.481425,352.0845393,14.01,54985.33,327.88,700.16,207.49,30881.53,3.81,9.165,9.919008099,87.289535,0.003605,0.003,23.56818,420.1775
16.368,107.7324,0,0.034999013,2194.774278,787.3685017,28.482017,12.23002095,2.195297834,0.932802891,130.6367967,840.8033662,1665.100174,1052.974278,275.7080805,10.01,59617.94,463.83,1062.33,166.17,27487.83,3.88,14.43,8.32,87.3216525,0.0041075,0.002,24.121445,420.1775
16.2757,108.0174,0,0.07400547,2448.845823,896.3665036,24.95582182,16.6994381,1.043437754,0.402607699,87.83482591,893.0730446,993.0681379,863.349467,481.8830988,1.39,13428.5,94.44,244.3,28.97,2962.61,3.68,5.265,4.279572043,87.43949,0.00403,0.0030075,22.2611275,420.1775
16.2772,107.9387,0,0.023992826,2495.646494,925.6188789,14.53171221,13.11331511,0.992290854,0.301739821,39.63306472,1347.644584,1449.47236,450.787586,389.2981366,2.54,17382.8,190.02,608.16,43.42,4681.83,3.99,7.41,5.256320576,83.805755,0.00403,0.0030075,22.2611275,420.1775
16.2717,107.8723,0,0.068395991,2443.762622,787.1943762,30.72166652,18.72855172,3.121181148,0.408392642,132.9037964,1080.949662,1265.530343,1340.758589,389.7731246,3.62,26669.32,272.03,426.97,98.1,10621.64,3.81,6.435,5.938812238,84.6039975,0.0041275,0.00246,23.492425,420.1775
16.3331,107.7603,0,0.085949595,2548.051839,833.4156082,14.04356128,17.09947212,1.663476225,1.552796994,174.4930872,1301.612284,1058.375727,406.0691523,313.9223235,7.25,43294.69,294.59,989.26,92.22,14434.65,3.8,14.235,13.59728054,87.289385,0.0041275,0.002,23.492425,420.1775
16.4199,107.5683,0,0.223023997,2906.008887,1142.030835,21.44763638,23.50362418,1.268425284,4.493885617,126.0392424,1425.661191,1265.625621,630.8970712,621.1994976,13.83,66006.68,461.83,712.73,244.55,34837.8,3.85,5.85,10.07596961,87.8878125,0.0038075,0.003,23.542355,420.1775
16.4996,107.5286,0,0.175779156,2776.728387,885.1734687,19.7175938,15.03984233,1.349860103,2.099199194,111.4605091,843.0110426,1339.995226,348.6116093,239.9581638,10.33,45079.44,180.98,660.88,103.79,21324.66,3.85,4.485,23.07307808,87.819365,0.0036,0.003,23.3689725,420.1775
16.5964,107.3486,0,0.050772591,2285.777348,1033.149281,16.48143595,49.1907255,2.836065603,2.517308554,118.2035416,1026.017268,1564.708618,671.0192319,350.3432404,9.66,61287.55,347.71,618.91,133.54,20306.5,4.15,9.75,9.359064094,88.285515,0.0036625,0.003,23.5936,420.1775
16.9976,107.0542,0,0.098916203,2860.702107,982.5736779,19.73370722,25.22937179,0.876619536,1.222706649,84.61470782,1444.937631,896.2771797,465.0680531,464.8966926,5.82,38877.01,178.68,362.45,86.9,16843.29,4.15,5.265,16.39836016,84.860765,0.0040225,0.002,23.17564,420.1775
16.6488,107.3033,0,0.123582357,2814.715976,931.901017,20.20551191,16.49443446,1.588825103,2.49181727,153.6801392,728.3831678,1141.953099,255.9403026,318.2960631,6.56,43255.5,264.77,607.77,91.67,13620.65,3.96,7.995,8.497450765,88.285515,0.0036625,0.003,23.5936,420.1775
16.7899,107.1966,0,0.170770774,2931.204404,844.8128569,24.18492029,18.07576058,0.377644389,2.316428747,106.0807509,1313.137909,626.1875207,295.5881065,417.9316728,7.05,36443.89,239.06,358.09,257.97,21886.56,4.06,4.095,11.93880612,86.87991,0.0037975,0.002,23.1854625,420.1775
16.8213,107.1255,0,0.159414842,3265.693871,1116.883739,22.92390106,26.20631908,1.637296129,1.526322486,69.04281359,1855.989408,1212.031599,493.3717637,370.5621027,10.06,53516.42,284.81,614.6,107.11,30378.5,3.9,7.215,21.91780822,87.4146875,0.0036325,0.002,23.1248,420.1775
16.9731,107.0765,0,0.17898859,2558.057175,1127.780043,12.94159341,11.25146753,1.885834438,2.006436597,103.0539528,1021.32122,1680.941141,190.6749377,484.7127931,3.62,16746.79,82.44,459.17,47.55,9142.63,3.99,4.29,9.797060882,84.860765,0.0040225,0.002,23.17564,420.1775
17.5953,106.5266,0,0.121563624,2804.76938,869.3601312,18.6676478,18.45494547,0.63557534,0.853060401,786.4363608,1878.635597,1229.131461,498.0157485,818.5015071,1.72,14106.98,113.84,242.43,40.33,5075.75,4.3,5.46,9.218156369,86.1172375,0.00354,0.002,22.08977,420.1775
17.6885,106.4821,0,0.013508433,2880.433298,951.3212994,11.31775392,8.659542121,0.228856261,0.41782359,220.778006,2422.718458,1613.86632,213.4490666,347.1306969,1.52,10048.18,61.3,182.17,23.53,2944.09,4.53,2.925,6.278116565,80.3342775,0.003565,0.00136,21.9475825,420.1775
17.7407,106.4419,0,0.029579913,2311.552227,723.4828295,15.79598072,13.51609148,1.086959582,0.969665345,114.2538358,1311.346343,1086.905935,611.7190929,313.3585183,3.91,19530.95,133.52,337.17,57.69,12554.48,5.07,3.315,10.6357457,86.9199875,0.003565,0.001,21.9475825,420.1775
17.8702,106.4295,0,0.149335835,2520.849968,902.0669961,16.17801804,16.31176722,0.591896631,3.942958525,72.46443958,2009.916914,1334.705501,415.1363925,562.4621361,7.74,34804.52,166.79,536.1,149.8,20487.88,4.18,6.045,15.71842816,85.295425,0.0037475,0.001,21.9984225,420.1775
18.7377,105.7663,0,0.097527365,3003.604865,1013.658224,23.06310801,16.94257234,3.015807267,0.858454457,226.4683535,619.7580515,1827.135352,503.6837474,579.4048074,14.42,39181.9,232.17,542.06,132.54,30801.42,4.37,1.755,16.99830017,82.6287325,0.0035125,0.00057,21.8850975,420.1775
18.0763,106.3312,0,0.131468295,2536.457361,930.1566232,13.12298735,20.70289564,2.785879148,0.749059113,113.1247955,1129.462113,2114.433438,296.5435003,351.7234793,1.24,4645.06,66.55,34.22,63.64,2147.31,4.23,2.145,2.179128349,85.43763,0.00369,0.001,22.2519125,420.1775
18.1649,106.2829,0,0.042146672,2472.996296,1024.588988,29.61235126,12.42942948,3.182293208,1.061779176,77.01858245,995.6854117,2255.481543,1375.205815,394.1923427,16.96,32778.17,156.65,301.43,190.9,28121.76,4.3,4.29,21.19788021,81.8093225,0.00369,0.000995,22.2519125,420.1775
18.2207,106.16,0,0.043932783,1747.990497,820.9044426,25.86850801,13.90907546,2.719021171,0.382860371,103.8746575,722.1329875,2638.978097,1585.05439,268.7195873,1.41,14313.67,90.88,93.1,210.81,5251.85,3.78,5.265,7.535478713,84.80562,0.003665,0.001,22.28989,420.1775
18.3652,105.9669,0,0.213650298,2769.732452,938.7385118,14.85715043,16.44659634,0.225605331,3.922566682,157.3246987,2438.181204,1310.774121,199.3753523,709.6219559,13.15,30810.14,214.46,311.45,61.61,25249.92,3.88,6.825,16.75329868,84.8809775,0.0037825,0.00144,21.87527,420.1775
18.4409,105.7941,0,0.124569776,2912.374811,948.4443927,18.16846089,22.01404988,1.217537479,2.935980867,175.7027491,2121.475654,1711.018647,541.747162,403.6043939,7.85,27622.07,235.93,414.89,70.22,16824.42,3.94,9.75,14.87405038,82.9517825,0.00363,0.001,21.6839625,420.1775
18.5914,105.737,0,0.142188176,2725.67506,1097.173865,21.51250199,13.0238044,1.618565531,2.91363965,51.33040059,868.026254,1323.982465,616.2411624,174.4044834,14.05,36435.99,98.71,332.73,72.76,16256.91,3.69,8.19,18.46707305,83.435265,0.0035925,0.001,21.677175,420.1775
19.1032,105.6014,0,0.369077318,3274.372313,965.2788359,24.75610718,14.05361963,0.701157488,5.51954694,88.48973274,1674.377963,1055.605845,431.2938057,207.921525,8.57,28709.79,427.21,294.68,333.6,21399.12,4.82,12.285,14.3942423,79.419665,0.0039975,0.00049,21.9989275,420.1775
19.1379,105.6342,0,0.220693635,2588.963821,762.3788609,21.01312843,12.40735594,1.089565854,4.352105613,71.01859356,1527.403038,1057.567504,392.0209922,156.0895457,11.42,41165.61,339.76,410.92,601.33,28035.22,5.84,10.92,21.52,79.419665,0.0039975,0.00049,21.9989275,420.1775
19.1799,105.6704,0,0.097663102,3154.89528,844.3127117,27.04067001,14.53818037,1.938970429,2.149994946,134.4879865,1757.456545,1109.647497,1003.090274,276.5823843,14.2,58431.89,393.91,399.25,1078.16,38368.37,5.39,11.115,33.38,78.8277,0.00424,0.000455,21.892285,420.1775
21.1414,105.4817,0,0.039157238,1837.753438,1123.168678,26.16966409,12.46903815,3.61106498,0.814291992,291.2994873,1240.145654,1573.413843,988.3969826,318.616572,9.05,50440.12,175.73,331.92,117.41,22758.0,4.4,12.09,31.52738904,80.7570425,0.0036025,0.002,23.7677925,420.16
21.1817,105.4411,0,0.12790946,2923.242322,1041.913693,23.83985671,28.24086415,3.744658339,4.12278216,140.1727651,3172.255934,1167.929044,835.7866404,313.9781367,10.36,44395.18,339.97,310.28,247.32,29410.41,4.55,7.995,20.85582883,81.020205,0.0032875,0.002,23.88264,420.16
21.285,105.4014,0,0.036081089,2408.557871,1022.73123,25.04332816,19.31845763,4.164815664,0.796686678,202.3440102,1787.95508,1375.441281,1006.918685,286.4605304,12.55,44142.66,259.15,316.52,163.04,28353.4,4.33,9.75,18.58513189,81.15707,0.0031525,0.002,23.9285175,420.16
21.3153,105.355,0,0.129369254,2616.255726,864.5167866,42.30437212,25.18974343,2.57602803,4.559246244,262.6399646,2985.179811,1527.848129,1606.345966,296.5971511,18.19,67580.95,532.65,769.7,419.37,40770.71,4.54,7.995,27.52348591,81.15707,0.0031525,0.002,23.9285175,420.16
21.2961,105.295,0,0.050797466,2532.107877,845.1080483,42.08661677,18.44560933,3.274731014,1.359980633,107.1257649,3724.316663,1573.443603,1538.893872,215.9511162,10.34,35648.12,534.88,215.19,453.38,25629.14,5.41,2.145,17.68,81.83125,0.0032925,0.002,23.6121325,420.16
